subject,trial,repeat,choice,rt,item_value_0,gaze_0,stimulus_0,item_value_1,gaze_1,stimulus_1,item_value_2,gaze_2,stimulus_2,item_value_3,gaze_3,stimulus_3,item_value_4,gaze_4,stimulus_4,item_value_5,gaze_5,stimulus_5,item_value_6,gaze_6,stimulus_6,item_value_7,gaze_7,stimulus_7,item_value_8,gaze_8,stimulus_8,setsize,rt_choice_indication,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,fixation_onset_0,gaze_corrected_0,fixation_onset_1,gaze_corrected_1,fixation_onset_2,gaze_corrected_2,fixation_onset_3,gaze_corrected_3,fixation_onset_4,gaze_corrected_4,fixation_onset_5,gaze_corrected_5,fixation_onset_6,gaze_corrected_6,fixation_onset_7,gaze_corrected_7,fixation_onset_8,gaze_corrected_8,v,alpha,gamma,zeta,tau
45.0,3.0,0.0,1.0,2195.0,1.0,0.1152408611583614,nr21.png,1.0,0.06334877747886533,nr62.png,2.0,0.059979161655521425,nr44.png,2.0,0.0,nr93.png,2.0,0.09030570406561654,nr60.png,3.0,0.15635017420315697,nr109.png,-1.0,0.06267485431419656,nr107.png,-1.0,0.16174155952050726,nr92.png,2.0,0.09097962723028533,nr99.png,9,1097.919067,1.0,1.0,0.0,9.0,1.0,8.0,283.0,0.12738866006224878,705.0,0.083086674739642,941.0,0.08782761702559376,2967.697365,0.0,0.0,0.09030570406561654,2327.0,0.7242108760662689,2073.0,0.20789152542100087,1503.0,0.3277127490428714,1175.0,0.1506110318849049,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,4.0,0.0,1.0,1056.0,-2.0,0.0,nr27.png,3.0,0.1762782553117666,nr53.png,-1.0,0.1131515828014718,nr14.png,3.0,0.0,nr1.png,1.0,0.1977175025794139,nr76.png,-2.0,0.0,nr94.png,2.0,0.14173724582500152,nr95.png,1.0,0.13697296865441322,nr63.png,1.0,0.0,nr29.png,9,1500.698221,0.0,0.0,0.0,6.0,1.0,5.0,1679.1634310000004,0.0,486.0,0.24808001344117625,682.0,0.19054048122228015,1679.1634310000004,0.0,0.0,0.1977175025794139,1679.1634310000004,0.0,1440.0,0.9951354143267824,1132.0,0.4203497291104601,1679.1634310000004,0.0,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,12.0,0.0,1.0,2543.0,-2.0,0.06444951441625295,nr52.png,3.0,0.03895300321861442,nr53.png,-1.0,0.08003071570369871,nr69.png,-3.0,0.0,nr121.png,1.0,0.19334854324875886,nr83.png,2.0,0.1650190863624938,nr98.png,2.0,0.0906542620360481,nr97.png,-3.0,0.07648953359291559,nr72.png,1.0,0.06940716937134933,nr8.png,9,1460.391947,1.0,1.0,0.0,11.0,3.0,8.0,635.0,0.08314618710353226,485.0,0.04703033837514409,883.0,0.11643988045544078,2823.915768,0.0,0.0,0.19334854324875886,1107.0,0.2714169260282547,1621.0,0.21281623103638628,1955.0,0.2485856603766915,1367.0,0.13453076993535568,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,16.0,0.0,3.0,2187.0,2.0,0.061114530910498274,nr12.png,1.0,0.07028171054707302,nr79.png,0.0,0.07639316363812285,nr9.png,1.0,0.0828865825473633,nr50.png,-1.0,0.22612376436884365,nr14.png,1.0,0.0,nr83.png,-2.0,0.05882273600135459,nr89.png,3.0,0.06417025745602319,nr39.png,-2.0,0.13063230982119006,nr52.png,9,1478.321138,0.0,0.0,0.0,10.0,2.0,8.0,707.0,0.08372425093105762,915.0,0.10804238685098974,1147.0,0.13595866691200134,2123.0,0.4383525674629046,0.0,0.22612376436884365,2618.035312,0.0,483.0,0.07212995454194156,2389.0,0.7335113460582883,1405.0,0.2819373818855489,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,17.0,0.0,3.0,1338.0,0.0,0.20564998736254936,nr4.png,2.0,0.0,nr45.png,-1.0,0.0,nr57.png,2.0,0.14794963119607868,nr75.png,-2.0,0.1227981938927453,nr27.png,-2.0,0.19011527608696108,nr89.png,-3.0,0.0,nr74.png,0.0,0.0,nr51.png,1.0,0.0,nr100.png,9,1311.783914,1.0,1.0,0.0,4.0,0.0,4.0,516.0,0.3326109163814445,1351.811413,0.0,1351.811413,0.0,832.0,0.3847549226473024,0.0,0.1227981938927453,1094.0,0.9968526878210776,1351.811413,0.0,1351.811413,0.0,1351.811413,0.0,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,21.0,0.0,6.0,1099.0,0.0,0.11137271961085024,nr4.png,2.0,0.056698839074614676,nr98.png,2.0,0.09517305130381748,nr84.png,0.0,0.0,nr56.png,1.0,0.16705907941627535,nr124.png,2.0,0.07796090372759516,nr114.png,3.0,0.1721214757622231,nr1.png,1.0,0.10327288545733386,nr63.png,2.0,0.0,nr11.png,9,1371.24259,0.0,0.0,0.0,7.0,0.0,7.0,637.0,0.16438162668989814,481.0,0.07494902026195703,1773.0,0.9290874635871234,1975.349087,0.0,0.0,0.16705907941627535,1573.0,0.3827522044308754,901.0,0.31647069291920016,1317.0,0.30986600274574394,1975.349087,0.0,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,39.0,0.0,6.0,1923.0,-1.0,0.09079338289587616,nr30.png,1.0,0.0,nr48.png,0.0,0.03026446096529205,nr9.png,1.0,0.10555653458626252,nr88.png,-2.0,0.17420518994655915,nr106.png,-3.0,0.09817495874106934,nr72.png,3.0,0.08931706772683752,nr1.png,-3.0,0.0767683887900091,nr74.png,-2.0,0.1328683652134773,nr52.png,9,1476.8037539999998,1.0,1.0,0.0,9.0,1.0,8.0,625.0,0.11801682489497413,2709.448554,0.0,2627.0,0.9945595892439779,1481.0,0.2328139823753661,0.0,0.17420518994655915,1143.0,0.16981087525712638,1803.0,0.2669759899026768,2091.0,0.33632546903812466,949.0,0.2044933373270276,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,46.0,0.0,5.0,4025.0,-3.0,0.12671819283231595,nr120.png,2.0,0.08729475506226209,nr15.png,2.0,0.0,nr80.png,2.0,0.1407979920359066,nr98.png,2.0,0.1816294097263195,nr85.png,3.0,0.2365406266203231,nr109.png,2.0,0.0,nr60.png,2.0,0.0,nr18.png,1.0,0.0,nr65.png,9,1393.41404,1.0,1.0,1.0,5.0,0.0,5.0,820.0,0.29976278621636016,404.0,0.12199023491190268,1420.4748029999998,0.0,574.0,0.23627401464423745,0.0,0.1816294097263195,1070.0,0.9586994475035056,1420.4748029999998,0.0,1420.4748029999998,0.0,1420.4748029999998,0.0,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,50.0,0.0,5.0,1997.0,-3.0,0.131941986430886,nr72.png,-3.0,0.0,nr125.png,2.0,0.11744286704287656,nr112.png,1.0,0.0,nr76.png,0.0,0.0898945402056586,nr51.png,2.0,0.1109182633182723,nr85.png,1.0,0.0,nr79.png,2.0,0.0,nr93.png,1.0,0.0,nr8.png,9,1456.81214,1.0,1.0,0.0,4.0,0.0,4.0,554.0,0.22050072326781467,1379.3941180000004,0.0,800.0,0.2796024242690016,1379.3941180000004,0.0,0.0,0.0898945402056586,1226.0,0.9974306837502064,1379.3941180000004,0.0,1379.3941180000004,0.0,1379.3941180000004,0.0,3.7e-07,3.4e-07,0.94,1.78,1.54
45.0,51.0,0.0,4.0,759.0,1.0,0.0,nr65.png,2.0,0.0,nr97.png,3.0,0.20523786016807255,nr113.png,3.0,0.0,nr55.png,3.0,0.4350340967665128,nr2.png,2.0,0.0,nr112.png,1.0,0.0,nr50.png,-1.0,0.0,nr90.png,-2.0,0.0,nr27.png,9,1457.7392519999999,1.0,1.0,0.0,2.0,0.0,2.0,1140.140517,0.0,1140.140517,0.0,644.0,0.4716405775825802,1140.140517,0.0,0.0,0.4350340967665128,1140.140517,0.0,1140.140517,0.0,1140.140517,0.0,1140.140517,0.0,3.7e-07,3.4e-07,0.94,1.78,1.54
