,WAIC,WAIC_se,p_WAIC,WAIC_i,WAIC_scale
0,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.74401199433328,log
1,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.18355207023396,log
2,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.854251999614021,log
3,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.878453149100746,log
4,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.235609065589895,log
5,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.828444497605492,log
6,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.441157639517705,log
7,-520.4054824563173,9.80313890949191,3.1854641045291987,-16.434759480369543,log
8,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.59628071989976,log
9,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.909461962745048,log
10,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.777072446465647,log
11,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.372751352441425,log
12,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.765480559660345,log
13,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.819970357701566,log
14,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.688134185249394,log
15,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.848422057902942,log
16,-520.4054824563173,9.80313890949191,3.1854641045291987,-12.74080744009086,log
17,-520.4054824563173,9.80313890949191,3.1854641045291987,-8.942842073050508,log
18,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.709238135535825,log
19,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.555578105300112,log
20,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.35025156130187,log
21,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.07487433088656,log
22,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.697013878504313,log
23,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.835861677633435,log
24,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.708356058833306,log
25,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.11545874833777,log
26,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.346700398695685,log
27,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.902406200389295,log
28,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.084244238723569,log
29,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.918128087880453,log
30,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.089590962503904,log
31,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.333879065490061,log
32,-520.4054824563173,9.80313890949191,3.1854641045291987,-14.049117381809982,log
33,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.849963883561722,log
34,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.50702935154035,log
35,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.017104894254256,log
36,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.11745445665447,log
37,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.634424884244385,log
38,-520.4054824563173,9.80313890949191,3.1854641045291987,-11.484985035354942,log
39,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.347917798639752,log
40,-520.4054824563173,9.80313890949191,3.1854641045291987,-12.272984682466035,log
41,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.388196209736288,log
42,-520.4054824563173,9.80313890949191,3.1854641045291987,-10.99371034969274,log
43,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.140269981076484,log
44,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.360827141459616,log
45,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.298065648476268,log
46,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.659976071210956,log
47,-520.4054824563173,9.80313890949191,3.1854641045291987,-12.01785133276048,log
48,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.231435666464632,log
49,-520.4054824563173,9.80313890949191,3.1854641045291987,-9.251123185325648,log
