subject,trial,rt,stimulus,value
62,1,5475.510289,nr53.png,1
62,2,2994.1973700000003,nr95.png,-2
62,3,1142.9083790000002,nr7.png,-3
62,4,1994.941946,nr46.png,2
62,5,1273.20611,nr83.png,1
62,6,967.171253,nr28.png,-3
62,7,1370.99814,nr111.png,-2
62,8,1760.8561130000003,nr97.png,-3
62,9,1460.2928200000001,nr49.png,-1
62,10,1155.486626,nr79.png,-2
62,11,2878.8027230000002,nr65.png,0
62,12,3416.205918,nr12.png,-1
62,13,961.567198,nr74.png,-3
62,14,1975.6804730000001,nr92.png,2
62,15,1515.042152,nr80.png,-2
62,16,1748.966623,nr55.png,3
62,17,7028.469075,nr88.png,-2
62,18,914.616835,nr113.png,-2
62,19,3100.768412,nr93.png,0
62,20,2832.872183,nr4.png,-2
62,21,1055.839089,nr124.png,-2
62,22,777.753611,nr18.png,-2
62,23,1237.635486,nr57.png,-3
62,24,2451.231824,nr1.png,-1
62,25,1440.89661,nr21.png,1
62,26,1020.104215,nr81.png,-2
62,27,1128.2378740000001,nr101.png,-3
62,28,2448.225286,nr56.png,-1
62,29,1234.6372890000002,nr39.png,-1
62,30,5594.936108,nr125.png,-1
62,31,2817.714383,nr76.png,3
62,32,1370.927244,nr52.png,-1
62,33,1474.2671890000001,nr121.png,-3
62,34,3262.563571,nr84.png,1
62,35,2457.445399,nr15.png,-2
62,36,863.453726,nr69.png,-2
62,37,1656.2993730000003,nr112.png,-1
62,38,4628.493071,nr98.png,-1
62,39,1270.076386,nr94.png,-3
62,40,1594.169717,nr91.png,-1
62,41,1291.745784,nr96.png,-1
62,42,2628.110036,nr100.png,0
62,43,2075.640469,nr114.png,0
62,44,3121.661795,nr120.png,-1
62,45,4392.593755,nr10.png,-1
62,46,3740.4975030000005,nr75.png,0
62,47,1463.1152180000001,nr106.png,-2
62,48,1327.969237,nr29.png,-1
62,49,1732.44831,nr19.png,-3
62,50,1938.725917,nr3.png,1
62,51,2685.6795199999997,nr63.png,-2
62,52,829.60676,nr60.png,-2
62,53,2042.2596249999997,nr9.png,0
62,54,2886.9834439999995,nr87.png,-2
62,55,1501.827116,nr42.png,3
62,56,2354.6691,nr58.png,2
62,57,2696.6662779999997,nr2.png,-2
62,58,3311.701148,nr44.png,0
62,59,912.050114,nr102.png,-3
62,60,1179.8642180000002,nr62.png,0
62,61,2549.530718,nr8.png,-3
62,62,2095.845095,nr20.png,0
62,63,4608.664423,nr85.png,-1
62,64,1504.957162,nr48.png,0
62,65,713.8935590000001,nr90.png,0
62,66,3897.277595,nr50.png,1
62,67,925.942358,nr30.png,3
62,68,5698.697905,nr89.png,-2
62,69,3489.362753,nr54.png,2
62,70,2061.318032,nr41.png,0
62,71,2877.950678,nr109.png,-1
62,72,1824.4951330000001,nr107.png,0
62,73,1189.731064,nr51.png,2
62,74,1182.3876309999998,nr27.png,-2
62,75,1577.758551,nr72.png,-2
62,76,1493.9582130000001,nr11.png,0
62,77,1004.8479299999999,nr31.png,-3
62,78,1170.572567,nr14.png,-3
62,79,2265.106873,nr99.png,0
62,80,1567.1359009999999,nr45.png,-2
