subject,trial,rt,stimulus,rating
50,1,2654.320833,nr62.png,-1.0
50,2,2210.998105,nr56.png,-3.0
50,3,1333.716364,nr102.png,-3.0
50,4,2291.705884,nr93.png,1.0
50,5,1631.7650259999998,nr54.png,1.0
50,6,1859.242421,nr124.png,-3.0
50,7,2372.105057,nr98.png,-3.0
50,8,1295.335049,nr120.png,-3.0
50,9,1618.8792930000006,nr18.png,-2.0
50,10,1633.3006759999994,nr96.png,-1.0
50,11,2116.208666,nr8.png,-1.0
50,12,1997.105137,nr9.png,0.0
50,13,1339.329652,nr72.png,-3.0
50,14,1968.5405,nr2.png,-3.0
50,15,1996.709275,nr107.png,0.0
50,16,1607.9295630000001,nr42.png,1.0
50,17,1374.847221,nr28.png,3.0
50,18,1697.81307,nr27.png,1.0
50,19,1187.510065,nr95.png,-3.0
50,20,1668.86059,nr51.png,0.0
50,21,2126.344857,nr106.png,-1.0
50,22,1283.6067480000004,nr125.png,-3.0
50,23,1706.146387,nr85.png,1.0
50,24,1406.952804,nr31.png,1.0
50,25,1354.417008,nr21.png,2.0
50,26,1197.421378,nr52.png,-3.0
50,27,1450.882606,nr74.png,-2.0
50,28,1815.842895,nr15.png,1.0
50,29,1596.154426,nr65.png,1.0
50,30,1886.727259,nr111.png,1.0
50,31,1572.116221,nr76.png,2.0
50,32,1773.222261,nr89.png,0.0
50,33,1555.654575,nr99.png,-3.0
50,34,1691.229053,nr11.png,0.0
50,35,1310.910336,nr109.png,0.0
50,36,1418.7471890000006,nr4.png,-1.0
50,37,1738.7520909999994,nr113.png,3.0
50,38,1185.4781429999996,nr30.png,0.0
50,39,1266.858952,nr81.png,-1.0
50,40,1935.596036,nr114.png,3.0
50,41,1687.9084940000002,nr90.png,-2.0
50,42,1241.930217,nr55.png,0.0
50,43,1576.767442,nr92.png,-3.0
50,44,1297.951461,nr39.png,2.0
50,45,1728.0724719999994,nr87.png,3.0
50,46,1367.6989240000005,nr12.png,0.0
50,47,1486.1258940000002,nr58.png,-1.0
50,48,1066.159681,nr44.png,-3.0
50,49,1177.85571,nr50.png,2.0
50,50,1120.575341,nr19.png,-3.0
50,51,1340.684373,nr79.png,-3.0
50,52,1381.491227,nr14.png,-2.0
50,53,1961.3505,nr112.png,-1.0
50,54,1763.256734,nr84.png,1.0
50,55,1645.895127,nr88.png,-3.0
50,56,1624.508942,nr3.png,-3.0
50,57,1188.651778,nr7.png,-3.0
50,58,1487.1158710000002,nr83.png,0.0
50,59,3118.239946,nr100.png,-1.0
50,60,1326.6681549999996,nr53.png,1.0
50,61,1923.192459,nr29.png,0.0
50,62,1301.161666,nr45.png,-2.0
50,63,1460.623576,nr48.png,-3.0
50,64,1478.928516,nr46.png,-2.0
50,65,1430.9563630000002,nr94.png,-3.0
50,66,1265.430126,nr10.png,3.0
50,67,1295.071675,nr41.png,2.0
50,68,1895.337423,nr97.png,0.0
50,69,1121.4565679999996,nr69.png,0.0
50,70,785.930594,nr20.png,1.0
50,71,874.1382619999998,nr63.png,2.0
50,72,1177.4948140000001,nr1.png,-3.0
50,73,1729.55904,nr80.png,1.0
50,74,1614.5671530000006,nr75.png,0.0
50,75,2618.45488,nr49.png,0.0
50,76,1427.055484,nr91.png,-1.0
50,77,1620.541658,nr121.png,-2.0
50,78,1220.743887,nr101.png,-3.0
50,79,1644.642098,nr57.png,-2.0
50,80,1265.672648,nr60.png,-3.0
