subject,trial,rt,stimulus,rating
4,1,5232.176839,nr92.png,0.0
4,2,3734.358579,nr54.png,0.0
4,3,2782.021958000001,nr3.png,-1.0
4,4,1792.735295,nr56.png,-2.0
4,5,1421.550694,nr21.png,-2.0
4,6,3161.322402,nr98.png,1.0
4,7,2223.9131079999997,nr91.png,0.0
4,8,2195.154618,nr114.png,1.0
4,9,1415.478007,nr89.png,0.0
4,10,1577.2585069999998,nr27.png,1.0
4,11,1096.66416,nr63.png,2.0
4,12,1387.52183,nr44.png,1.0
4,13,1963.0066510000001,nr125.png,-1.0
4,14,1112.777473,nr83.png,1.0
4,15,1183.4400729999998,nr76.png,0.0
4,16,1015.874319,nr75.png,3.0
4,17,1167.090333,nr9.png,1.0
4,18,891.2764380000001,nr10.png,2.0
4,19,1156.061331,nr7.png,0.0
4,20,3505.391635,nr8.png,0.0
4,21,1363.891601,nr102.png,-1.0
4,22,1447.3966679999999,nr62.png,0.0
4,23,1349.0046949999999,nr87.png,1.0
4,24,1888.513093,nr112.png,-1.0
4,25,939.994598,nr52.png,-1.0
4,26,1355.030225,nr80.png,-1.0
4,27,1463.3572819999995,nr93.png,0.0
4,28,2125.047318,nr88.png,1.0
4,29,1154.06052,nr4.png,0.0
4,30,1340.1895140000001,nr99.png,0.0
4,31,1246.906234,nr96.png,1.0
4,32,1643.574307,nr113.png,0.0
4,33,1634.031559,nr97.png,1.0
4,34,2915.381447,nr79.png,0.0
4,35,1314.191803,nr19.png,-1.0
4,36,1262.4472449999996,nr100.png,2.0
4,37,1124.6508119999999,nr11.png,1.0
4,38,892.089017,nr69.png,0.0
4,39,1003.003302,nr51.png,0.0
4,40,1174.3255880000004,nr85.png,1.0
4,41,1188.452847,nr48.png,0.0
4,42,1318.8773640000004,nr31.png,1.0
4,43,862.1464659999997,nr46.png,1.0
4,44,1482.795335,nr65.png,0.0
4,45,1753.2361999999994,nr53.png,0.0
4,46,1401.055615,nr109.png,0.0
4,47,1631.2409460000001,nr120.png,0.0
4,48,1317.533225,nr74.png,0.0
4,49,1378.995687,nr60.png,0.0
4,50,876.484809,nr1.png,0.0
4,51,1033.177469,nr101.png,-1.0
4,52,1791.071,nr57.png,0.0
4,53,1701.304938,nr72.png,-1.0
4,54,1105.364817,nr42.png,0.0
4,55,1380.250324,nr107.png,0.0
4,56,1806.4775969999998,nr95.png,1.0
4,57,994.927878,nr15.png,2.0
4,58,2002.934009,nr30.png,-2.0
4,59,2014.867338,nr45.png,0.0
4,60,1813.516526,nr84.png,-1.0
4,61,1147.776748,nr12.png,0.0
4,62,1068.54534,nr121.png,0.0
4,63,1982.486729,nr2.png,1.0
4,64,948.9236619999999,nr55.png,0.0
4,65,978.0953380000001,nr49.png,1.0
4,66,1331.718548,nr124.png,0.0
4,67,971.015669,nr111.png,2.0
4,68,997.687695,nr14.png,0.0
4,69,1331.0057370000004,nr18.png,0.0
4,70,1894.304441,nr94.png,-3.0
4,71,1623.4920940000006,nr58.png,0.0
4,72,1480.446139,nr29.png,0.0
4,73,965.035371,nr41.png,0.0
4,74,2797.142725,nr39.png,2.0
4,75,1104.555767,nr50.png,0.0
4,76,1014.6623479999997,nr81.png,0.0
4,77,2206.383476,nr28.png,0.0
4,78,1608.1804519999994,nr20.png,1.0
4,79,994.8127119999999,nr90.png,0.0
4,80,1199.99352,nr106.png,0.0
