subject,trial,rt,stimulus,value
67,1,5100.739863000001,nr114.png,2
67,2,2819.857391,nr44.png,3
67,3,2410.316704,nr76.png,-3
67,4,1758.0085569999999,nr106.png,-2
67,5,2327.852876,nr41.png,0
67,6,6015.700644,nr20.png,1
67,7,1404.483259,nr31.png,0
67,8,1710.0898659999998,nr87.png,-2
67,9,1521.885206,nr65.png,-1
67,10,2592.071338,nr90.png,-2
67,11,2525.1493570000002,nr2.png,1
67,12,1926.6773959999998,nr93.png,0
67,13,3506.03539,nr95.png,2
67,14,2129.2305229999997,nr58.png,0
67,15,2307.185269,nr29.png,0
67,16,2928.9598960000003,nr80.png,1
67,17,1313.628558,nr69.png,-2
67,18,2122.1058530000005,nr88.png,1
67,19,1614.489556,nr100.png,2
67,20,1852.805261,nr121.png,1
67,21,2050.7407780000003,nr28.png,2
67,22,2537.564677,nr124.png,0
67,23,1559.366636,nr50.png,-2
67,24,2093.7951630000002,nr63.png,-1
67,25,1908.498885,nr125.png,1
67,26,2215.797077,nr92.png,0
67,27,1331.351211,nr51.png,-1
67,28,1816.180691,nr56.png,-1
67,29,1349.33275,nr10.png,-1
67,30,1477.2252119999998,nr96.png,3
67,31,1578.4241419999998,nr107.png,-2
67,32,1980.0432890000002,nr83.png,-1
67,33,1399.7575390000002,nr120.png,-1
67,34,1717.618425,nr111.png,2
67,35,1998.872705,nr3.png,1
67,36,1613.9239840000002,nr19.png,-1
67,37,2835.4961200000002,nr45.png,1
67,38,1698.063356,nr48.png,-2
67,39,2746.237405,nr4.png,-2
67,40,2604.330108,nr81.png,2
67,41,1185.429731,nr46.png,-2
67,42,1676.3900390000001,nr79.png,3
67,43,1967.6055119999999,nr9.png,-1
67,44,1266.704029,nr99.png,3
67,45,4645.936077,nr113.png,2
67,46,1189.674891,nr39.png,3
67,47,2227.263147,nr52.png,1
67,48,1630.1016590000002,nr7.png,1
67,49,1608.979798,nr15.png,3
67,50,1444.499658,nr101.png,-2
67,51,1857.5592109999998,nr14.png,-3
67,52,1518.822519,nr27.png,-2
67,53,1689.608966,nr57.png,-1
67,54,1017.491355,nr74.png,3
67,55,1027.431054,nr75.png,3
67,56,2115.1194490000003,nr102.png,-2
67,57,2821.750759,nr54.png,0
67,58,3516.5525310000003,nr98.png,1
67,59,1236.202588,nr112.png,2
67,60,1834.39481,nr84.png,-1
67,61,1052.9716279999998,nr1.png,3
67,62,1655.93352,nr55.png,0
67,63,1871.029967,nr62.png,2
67,64,1297.1615199999999,nr85.png,2
67,65,1549.7406799999999,nr49.png,2
67,66,1123.023986,nr97.png,1
67,67,892.940356,nr60.png,1
67,68,1117.281327,nr94.png,0
67,69,1402.366293,nr8.png,-1
67,70,1420.057828,nr21.png,-3
67,71,1351.610437,nr12.png,2
67,72,1718.584998,nr109.png,1
67,73,1298.3019679999998,nr89.png,1
67,74,1499.816662,nr91.png,1
67,75,1767.0269159999998,nr53.png,-1
67,76,1237.93716,nr30.png,-3
67,77,2150.848342,nr11.png,2
67,78,975.6098190000001,nr72.png,3
67,79,2004.1681680000002,nr42.png,1
67,80,1822.876129,nr18.png,1
