subject,trial,rt,stimulus,rating
7,1,6245.2480339999975,nr4.png,0.0
7,2,2030.578051,nr21.png,2.0
7,3,2383.9430190000007,nr91.png,3.0
7,4,1622.049469,nr55.png,3.0
7,5,1237.487633,nr85.png,2.0
7,6,1670.024342,nr15.png,2.0
7,7,1794.502245,nr57.png,3.0
7,8,1776.6017719999998,nr46.png,2.0
7,9,1157.670449,nr31.png,2.0
7,10,2203.6236590000008,nr62.png,3.0
7,11,1654.622236,nr19.png,1.0
7,12,3207.2361539999997,nr30.png,3.0
7,13,2073.155834,nr97.png,3.0
7,14,2532.685045,nr42.png,3.0
7,15,2700.7072930000004,nr112.png,2.0
7,16,1835.628101,nr79.png,3.0
7,17,1699.782435,nr7.png,3.0
7,18,1289.370455,nr101.png,2.0
7,19,2207.60892,nr65.png,2.0
7,20,1459.416932,nr48.png,1.0
7,21,2304.8405700000008,nr93.png,1.0
7,22,3413.491311,nr96.png,2.0
7,23,1738.984151,nr12.png,2.0
7,24,1442.99822,nr106.png,1.0
7,25,2113.7761140000002,nr88.png,2.0
7,26,1084.168475,nr18.png,3.0
7,27,1657.101034,nr69.png,2.0
7,28,1173.174248,nr92.png,3.0
7,29,1106.036245,nr83.png,2.0
7,30,1373.568123,nr75.png,3.0
7,31,1267.3493440000002,nr14.png,1.0
7,32,2006.682843,nr45.png,1.0
7,33,2263.333286,nr89.png,3.0
7,34,1974.53385,nr52.png,3.0
7,35,1356.571976,nr124.png,2.0
7,36,1307.5503429999999,nr109.png,1.0
7,37,1266.070647,nr53.png,3.0
7,38,1416.8327330000006,nr41.png,2.0
7,39,863.4014240000001,nr9.png,3.0
7,40,1391.1250220000004,nr111.png,2.0
7,41,1056.125042,nr81.png,2.0
7,42,2365.398064,nr58.png,1.0
7,43,2585.454871,nr39.png,3.0
7,44,1762.854657,nr95.png,2.0
7,45,1998.85283,nr100.png,1.0
7,46,4516.365139,nr72.png,1.0
7,47,2112.2359680000004,nr114.png,0.0
7,48,2384.445066,nr76.png,0.0
7,49,1678.946028,nr94.png,-1.0
7,50,1538.190884,nr3.png,-1.0
7,51,3302.398663,nr125.png,3.0
7,52,1502.733511,nr120.png,2.0
7,53,1765.4062769999994,nr98.png,2.0
7,54,2957.0305230000013,nr99.png,2.0
7,55,1285.1936779999999,nr50.png,2.0
7,56,3175.322305,nr49.png,3.0
7,57,833.0896349999998,nr27.png,3.0
7,58,1023.146467,nr121.png,2.0
7,59,2801.5697239999995,nr10.png,2.0
7,60,2820.028384,nr113.png,0.0
7,61,2323.445835,nr54.png,1.0
7,62,2742.256602,nr87.png,3.0
7,63,3196.501965,nr84.png,2.0
7,64,1188.3575709999998,nr11.png,2.0
7,65,948.229457,nr8.png,1.0
7,66,1897.919824,nr1.png,1.0
7,67,1733.537339,nr102.png,3.0
7,68,1759.018566,nr56.png,2.0
7,69,2830.271754,nr74.png,3.0
7,70,1630.64298,nr51.png,2.0
7,71,1994.8034089999999,nr60.png,2.0
7,72,1333.206084,nr2.png,1.0
7,73,1261.0161690000002,nr107.png,1.0
7,74,2425.281884,nr28.png,2.0
7,75,1163.026155,nr80.png,2.0
7,76,1651.4004710000004,nr90.png,3.0
7,77,1399.313366,nr63.png,2.0
7,78,1890.908484,nr29.png,2.0
7,79,2444.996144,nr44.png,1.0
7,80,2058.609935,nr20.png,2.0
