subject,trial,rt,stimulus,rating
14,1,2090.15551,nr28.png,3.0
14,2,2603.614548,nr30.png,-1.0
14,3,1667.517313,nr15.png,2.0
14,4,742.841415,nr39.png,3.0
14,5,3736.204766,nr54.png,1.0
14,6,795.5400229999997,nr75.png,3.0
14,7,984.267152,nr50.png,2.0
14,8,1206.8733329999998,nr4.png,0.0
14,9,1209.93919,nr81.png,2.0
14,10,2182.737528,nr63.png,1.0
14,11,2097.619814,nr102.png,2.0
14,12,1938.633135,nr48.png,0.0
14,13,1123.754185,nr98.png,1.0
14,14,1233.786919,nr76.png,2.0
14,15,1387.662339,nr42.png,2.0
14,16,5401.703625,nr113.png,0.0
14,17,7018.8529199999975,nr100.png,3.0
14,18,1535.632528,nr57.png,2.0
14,19,2306.2722870000002,nr8.png,1.0
14,20,3796.630092,nr45.png,1.0
14,21,2921.952974,nr85.png,1.0
14,22,883.9372440000003,nr10.png,2.0
14,23,1386.3643949999996,nr7.png,1.0
14,24,909.122376,nr19.png,2.0
14,25,2944.904717000001,nr51.png,1.0
14,26,1852.0541920000005,nr69.png,0.0
14,27,2781.3720230000013,nr112.png,-1.0
14,28,1474.397832,nr58.png,3.0
14,29,1336.348932,nr3.png,1.0
14,30,3293.136291000001,nr65.png,2.0
14,31,5125.202583,nr89.png,2.0
14,32,1071.031196,nr109.png,1.0
14,33,1773.390914,nr44.png,1.0
14,34,1468.106361,nr2.png,2.0
14,35,3096.206062,nr101.png,1.0
14,36,4031.78136,nr87.png,3.0
14,37,1442.404104,nr60.png,2.0
14,38,4510.168303,nr107.png,1.0
14,39,3358.9298340000005,nr29.png,3.0
14,40,1898.820943,nr99.png,2.0
14,41,2272.261388,nr94.png,-2.0
14,42,2144.085016,nr52.png,2.0
14,43,1228.748481,nr55.png,1.0
14,44,3741.449476,nr114.png,1.0
14,45,1105.235215,nr53.png,3.0
14,46,900.471764,nr93.png,2.0
14,47,1620.8528969999998,nr121.png,2.0
14,48,13538.156238,nr125.png,1.0
14,49,1340.663331,nr11.png,2.0
14,50,987.189934,nr49.png,1.0
14,51,2345.3758390000007,nr111.png,-1.0
14,52,1592.121995,nr46.png,-1.0
14,53,1708.8776719999994,nr120.png,1.0
14,54,1477.667074,nr72.png,1.0
14,55,1012.92427,nr18.png,3.0
14,56,1873.449748,nr80.png,-2.0
14,57,1247.797408,nr41.png,1.0
14,58,3073.603988,nr90.png,-2.0
14,59,1352.669159,nr97.png,3.0
14,60,2607.683538,nr83.png,0.0
14,61,1155.796032,nr27.png,2.0
14,62,1704.985763,nr106.png,-1.0
14,63,1887.3399380000005,nr88.png,0.0
14,64,846.375764,nr95.png,2.0
14,65,1216.822531,nr31.png,2.0
14,66,931.047569,nr9.png,3.0
14,67,741.476744,nr91.png,3.0
14,68,1538.314391,nr20.png,2.0
14,69,2438.757925,nr74.png,1.0
14,70,1366.307524,nr62.png,2.0
14,71,1420.0628380000005,nr21.png,-3.0
14,72,1644.769276,nr96.png,2.0
14,73,873.6085429999998,nr92.png,3.0
14,74,3388.35494,nr124.png,2.0
14,75,1170.584133,nr84.png,1.0
14,76,1370.9824990000004,nr1.png,1.0
14,77,1258.151131,nr79.png,2.0
14,78,1090.520577,nr56.png,2.0
14,79,1093.50046,nr12.png,2.0
14,80,1776.5472359999999,nr14.png,0.0
